,manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
1,Volkswagen,Golf,e-Golf,85,06.02.2019,50,12.29,Electricity,Winter tires,0,0,1,Normal,15.5,0,1,47.0,-1.3
2,Volkswagen,Golf,e-Golf,85,05.02.2019,43,8.68,Electricity,Winter tires,0,1,1,Normal,18.0,0,1,58.0,1.2
3,Volkswagen,Golf,e-Golf,85,04.02.2019,44,1.5,Electricity,Winter tires,0,1,1,Normal,16.1,0,1,43.0,-0.7
4,Volkswagen,Golf,e-Golf,85,04.02.2019,76,14.44,Electricity,Winter tires,0,1,0,Normal,19.0,0,1,76.0,2.2
5,Volkswagen,Golf,e-Golf,85,03.02.2019,15,6.84,Electricity,Winter tires,1,0,0,Normal,16.1,0,1,23.0,-0.7
6,Volkswagen,Golf,e-Golf,85,01.02.2019,63,7.1,Electricity,Winter tires,0,1,0,Fast,18.3,0,1,80.0,1.5
7,Volkswagen,Golf,e-Golf,85,31.01.2019,85,15.3,Electricity,Winter tires,0,1,1,Fast,18.0,0,1,47.0,1.2
8,Volkswagen,Golf,e-Golf,85,31.01.2019,71,13.77,Electricity,Winter tires,0,0,1,Fast,19.4,0,1,45.0,2.6
9,Volkswagen,Golf,e-Golf,85,25.01.2019,76,14.26,Electricity,Winter tires,0,0,1,Normal,15.8,0,1,78.0,-1.0
10,Volkswagen,Golf,e-Golf,85,24.01.2019,80,13.08,Electricity,Winter tires,0,0,1,Moderate,14.0,0,0,52.0,-2.8
11,Volkswagen,Golf,e-Golf,85,24.01.2019,59,4.61,Electricity,Winter tires,0,0,1,Moderate,14.6,0,0,66.0,-2.2
12,Volkswagen,Golf,e-Golf,85,23.01.2019,53,15.21,Electricity,Winter tires,0,0,1,Normal,17.2,0,1,52.0,0.4
13,Volkswagen,Golf,e-Golf,85,23.01.2019,47,2.7,Electricity,Winter tires,0,0,1,Normal,18.7,0,1,40.0,1.9
14,Volkswagen,Golf,e-Golf,85,18.01.2019,72,14.81,Electricity,Winter tires,0,0,1,Normal,20.0,0,1,67.0,3.2
15,Volkswagen,Golf,e-Golf,85,17.01.2019,75,12.04,Electricity,Winter tires,0,0,1,Normal,16.6,0,1,58.0,-0.2
16,Volkswagen,Golf,e-Golf,85,16.01.2019,57,12.87,Electricity,Winter tires,0,0,1,Normal,16.3,0,1,54.0,-0.5
17,Volkswagen,Golf,e-Golf,85,14.01.2019,90,12.35,Electricity,Winter tires,0,0,1,Normal,17.7,0,1,54.0,0.9
18,Volkswagen,Golf,e-Golf,85,13.01.2019,54,15.05,Electricity,Winter tires,0,0,1,Normal,15.3,0,1,37.0,-1.5
19,Volkswagen,Golf,e-Golf,85,10.01.2019,38,8.6,Electricity,Winter tires,0,0,1,Normal,15.7,0,1,51.0,-1.1
20,Volkswagen,Golf,e-Golf,85,10.01.2019,60,5.04,Electricity,Winter tires,0,0,1,Normal,15.6,0,1,58.0,-1.2
21,Volkswagen,Golf,e-Golf,85,10.01.2019,60,3.0,Electricity,Winter tires,0,0,1,Moderate,13.5,0,0,57.0,-3.3
22,Volkswagen,Golf,e-Golf,85,09.01.2019,44,7.92,Electricity,Winter tires,1,0,1,Normal,16.2,0,1,53.0,-0.6
23,Volkswagen,Golf,e-Golf,85,09.01.2019,38,2.9,Electricity,Winter tires,1,0,1,Normal,17.1,0,1,63.0,0.3
24,Volkswagen,Golf,e-Golf,85,09.01.2019,47,13.96,Electricity,Winter tires,1,0,1,Normal,19.6,0,1,37.0,2.8
25,Volkswagen,Golf,e-Golf,85,03.01.2019,7,10.3,Electricity,Winter tires,0,0,1,Fast,17.7,0,1,44.0,0.9
26,Volkswagen,Golf,e-Golf,85,03.01.2019,55,2.3,Electricity,Winter tires,0,0,1,Fast,18.2,0,1,62.0,1.4
27,Volkswagen,Golf,e-Golf,85,02.01.2019,83,9.66,Electricity,Winter tires,0,0,1,Normal,15.6,0,1,65.0,-1.2
28,Volkswagen,Golf,e-Golf,85,31.12.2018,78,13.77,Electricity,Winter tires,0,0,1,Normal,15.7,0,1,67.0,-1.1
29,Volkswagen,Golf,e-Golf,85,31.12.2018,31,13.25,Electricity,Winter tires,1,0,1,Normal,17.9,0,1,43.0,1.1
30,Volkswagen,Golf,e-Golf,85,29.12.2018,59,3.57,Electricity,Winter tires,1,0,1,Normal,15.3,0,1,59.0,-1.5
31,Volkswagen,Golf,e-Golf,85,29.12.2018,62,9.73,Electricity,Winter tires,1,0,1,Normal,15.7,0,1,44.0,-1.1
32,Volkswagen,Golf,e-Golf,85,28.12.2018,79,8.27,Electricity,Winter tires,0,0,1,Normal,15.7,0,1,65.0,-1.1
33,Volkswagen,Golf,e-Golf,85,26.12.2018,33,4.93,Electricity,Winter tires,0,0,1,Normal,16.6,0,1,67.0,-0.2
34,Volkswagen,Golf,e-Golf,85,25.12.2018,14,11.93,Electricity,Winter tires,1,0,1,Normal,18.8,0,1,33.0,2.0
35,Volkswagen,Golf,e-Golf,85,20.12.2018,63,5.88,Electricity,Winter tires,0,1,1,Normal,18.1,0,1,61.0,1.3
36,Volkswagen,Golf,e-Golf,85,20.12.2018,68,7.61,Electricity,Winter tires,0,1,1,Normal,15.4,0,1,63.0,-1.4
37,Volkswagen,Golf,e-Golf,85,20.12.2018,39,7.06,Electricity,Winter tires,0,1,0,Normal,18.1,0,1,52.0,1.3
38,Volkswagen,Golf,e-Golf,85,19.12.2018,82,15.13,Electricity,Winter tires,0,0,1,Normal,15.2,0,1,83.0,-1.6
39,Volkswagen,Golf,e-Golf,85,18.12.2018,44,9.68,Electricity,Winter tires,0,0,1,Normal,16.4,0,0,17.0,-0.4
40,Volkswagen,Golf,e-Golf,85,12.12.2018,78,8.91,Electricity,Winter tires,0,0,1,Normal,16.0,0,0,51.0,-0.8
41,Volkswagen,Golf,e-Golf,85,11.12.2018,40,6.07,Electricity,Winter tires,0,1,0,Normal,18.3,0,0,59.0,1.5
42,Volkswagen,Golf,e-Golf,85,10.12.2018,38,10.5,Electricity,Winter tires,0,0,1,Normal,16.2,0,0,48.0,-0.6
43,Volkswagen,Golf,e-Golf,85,10.12.2018,42,6.93,Electricity,Winter tires,0,0,1,Normal,16.5,0,0,39.0,-0.3
44,Volkswagen,Golf,e-Golf,85,07.12.2018,80,8.06,Electricity,Winter tires,0,0,1,Normal,15.9,0,0,48.0,-0.9
45,Volkswagen,Golf,e-Golf,85,06.12.2018,57,10.81,Electricity,Winter tires,0,0,1,Normal,17.3,0,0,49.0,0.5
46,Volkswagen,Golf,e-Golf,85,04.12.2018,43,12.33,Electricity,Winter tires,0,1,0,Normal,16.5,0,0,45.0,-0.3
47,Volkswagen,Golf,e-Golf,85,03.12.2018,33,8.64,Electricity,Winter tires,0,0,1,Normal,16.8,0,0,68.0,0.0
48,Volkswagen,Golf,e-Golf,85,02.12.2018,61,3.41,Electricity,Winter tires,0,0,1,Normal,15.3,0,0,58.0,-1.5
49,Volkswagen,Golf,e-Golf,85,02.12.2018,70,8.33,Electricity,Winter tires,0,0,1,Normal,14.6,0,0,55.0,-2.2
50,Volkswagen,Golf,e-Golf,85,02.12.2018,33,3.14,Electricity,Winter tires,0,0,1,Moderate,14.0,0,0,62.0,-2.8
51,Volkswagen,Golf,e-Golf,85,01.12.2018,51,8.31,Electricity,Winter tires,1,1,0,Normal,16.3,0,1,36.0,-0.5
52,Volkswagen,Golf,e-Golf,85,29.11.2018,42,15.12,Electricity,Winter tires,1,1,0,Fast,20.4,0,1,37.0,3.6
53,Volkswagen,Golf,e-Golf,85,24.11.2018,83,7.23,Electricity,Winter tires,1,0,1,Normal,16.6,0,1,46.0,-0.2
54,Volkswagen,Golf,e-Golf,85,21.11.2018,82,13.64,Electricity,Winter tires,0,0,1,Normal,16.1,0,1,43.0,-0.7
55,Volkswagen,Golf,e-Golf,85,20.11.2018,47,13.86,Electricity,Winter tires,0,1,0,Normal,18.8,0,1,78.0,2.0
56,Volkswagen,Golf,e-Golf,85,19.11.2018,49,3.42,Electricity,Winter tires,0,1,0,Normal,14.9,0,1,39.0,-1.9
57,Volkswagen,Golf,e-Golf,85,19.11.2018,64,10.62,Electricity,Winter tires,0,0,1,Normal,15.3,0,1,72.0,-1.5
58,Volkswagen,Golf,e-Golf,85,16.11.2018,80,11.4,Electricity,Winter tires,0,0,1,Normal,14.7,0,1,51.0,-2.1
59,Volkswagen,Golf,e-Golf,85,16.11.2018,64,10.91,Electricity,Winter tires,0,0,1,Normal,16.5,0,1,62.0,-0.3
60,Volkswagen,Golf,e-Golf,85,15.11.2018,76,8.93,Electricity,Winter tires,0,1,1,Normal,14.9,0,1,44.0,-1.9
61,Volkswagen,Golf,e-Golf,85,14.11.2018,18,2.92,Electricity,Winter tires,1,1,0,Normal,14.1,0,1,52.0,-2.7
62,Volkswagen,Golf,e-Golf,85,14.11.2018,43,6.45,Electricity,Winter tires,1,1,0,Normal,15.9,0,1,40.0,-0.9
63,Volkswagen,Golf,e-Golf,85,10.11.2018,19,7.88,Electricity,Winter tires,0,1,0,Fast,19.6,0,1,71.0,2.8
64,Volkswagen,Golf,e-Golf,85,10.11.2018,57,8.61,Electricity,Winter tires,0,0,1,Normal,15.1,0,1,44.0,-1.7
65,Volkswagen,Golf,e-Golf,85,09.11.2018,22,6.81,Electricity,Winter tires,0,0,1,Moderate,12.8,0,0,42.0,-4.0
66,Volkswagen,Golf,e-Golf,85,09.11.2018,40,6.51,Electricity,Winter tires,0,0,1,Normal,14.8,0,1,41.0,-2.0
67,Volkswagen,Golf,e-Golf,85,08.11.2018,108,7.35,Electricity,Winter tires,0,0,1,Normal,14.9,0,1,41.0,-1.9
68,Volkswagen,Golf,e-Golf,85,03.11.2018,61,13.13,Electricity,Winter tires,0,0,1,Normal,15.2,0,1,55.0,-1.6
69,Volkswagen,Golf,e-Golf,85,02.11.2018,57,11.72,Electricity,Winter tires,0,0,1,Normal,13.3,0,1,64.0,-3.5
70,Volkswagen,Golf,e-Golf,85,02.11.2018,81,3.16,Electricity,Winter tires,0,0,1,Normal,13.8,0,1,49.0,-3.0
71,Volkswagen,Golf,e-Golf,85,01.11.2018,4,7.11,Electricity,Summer tires,1,0,0,Normal,17.0,0,1,15.0,0.2
72,Volkswagen,Golf,e-Golf,85,30.10.2018,45,0.95,Electricity,Summer tires,1,0,1,Normal,16.4,0,1,28.0,-0.4
73,Volkswagen,Golf,e-Golf,85,28.10.2018,81,15.4,Electricity,Summer tires,0,1,0,Moderate,16.8,0,1,62.0,0.0
74,Volkswagen,Golf,e-Golf,85,27.10.2018,6,15.0,Electricity,Summer tires,0,1,0,Moderate,12.6,0,1,37.0,-4.2
75,Volkswagen,Golf,e-Golf,85,27.10.2018,118,0.01,Electricity,Summer tires,1,1,0,Moderate,13.6,0,1,59.0,-3.2
76,Volkswagen,Golf,e-Golf,85,27.10.2018,84,7.52,Electricity,Summer tires,1,1,0,Normal,14.5,0,1,72.0,-2.3
77,Volkswagen,Golf,e-Golf,85,26.10.2018,20,3.95,Electricity,Summer tires,1,0,0,Normal,16.5,0,1,20.0,-0.3
78,Volkswagen,Golf,e-Golf,85,26.10.2018,74,14.51,Electricity,Summer tires,0,1,0,Normal,15.2,0,1,85.0,-1.6
79,Volkswagen,Golf,e-Golf,85,26.10.2018,17,13.72,Electricity,Summer tires,0,1,0,Moderate,12.1,0,1,62.0,-4.7
80,Volkswagen,Golf,e-Golf,85,26.10.2018,82,0.33,Electricity,Summer tires,0,1,0,Moderate,12.1,0,1,64.0,-4.7
81,Volkswagen,Golf,e-Golf,85,25.10.2018,32,7.3,Electricity,Summer tires,1,1,1,Moderate,13.9,0,1,22.0,-2.9
82,Volkswagen,Golf,e-Golf,85,25.10.2018,102,9.55,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,64.0,-3.0
83,Volkswagen,Golf,e-Golf,85,24.10.2018,71,14.13,Electricity,Summer tires,0,1,0,Moderate,13.9,0,1,75.0,-2.9
84,Volkswagen,Golf,e-Golf,85,24.10.2018,72,9.58,Electricity,Summer tires,0,1,0,Moderate,13.8,0,1,66.0,-3.0
85,Volkswagen,Golf,e-Golf,85,24.10.2018,34,9.49,Electricity,Summer tires,0,1,0,Moderate,15.7,0,1,64.0,-1.1
86,Volkswagen,Golf,e-Golf,85,23.10.2018,75,3.76,Electricity,Summer tires,0,1,0,Normal,14.1,0,1,52.0,-2.7
87,Volkswagen,Golf,e-Golf,85,23.10.2018,13,4.9,Electricity,Summer tires,1,0,0,Normal,14.3,0,1,36.0,-2.5
88,Volkswagen,Golf,e-Golf,85,23.10.2018,73,10.06,Electricity,Summer tires,0,1,0,Normal,15.5,0,1,61.0,-1.3
89,Volkswagen,Golf,e-Golf,85,23.10.2018,35,5.59,Electricity,Summer tires,0,1,0,Normal,14.6,0,1,59.0,-2.2
90,Volkswagen,Golf,e-Golf,85,22.10.2018,72,11.34,Electricity,Summer tires,0,1,0,Normal,15.5,0,0,70.0,-1.3
91,Volkswagen,Golf,e-Golf,85,22.10.2018,89,8.95,Electricity,Summer tires,0,1,1,Normal,13.8,0,1,47.0,-3.0
92,Volkswagen,Golf,e-Golf,85,21.10.2018,32,4.38,Electricity,Summer tires,0,1,0,Normal,14.3,0,0,46.0,-2.5
93,Volkswagen,Golf,e-Golf,85,19.10.2018,72,7.48,Electricity,Summer tires,0,1,0,Normal,13.0,0,0,61.0,-3.8
94,Volkswagen,Golf,e-Golf,85,19.10.2018,72,8.67,Electricity,Summer tires,0,1,0,Normal,14.4,0,1,75.0,-2.4
95,Volkswagen,Golf,e-Golf,85,19.10.2018,86,10.08,Electricity,Summer tires,0,1,1,Normal,14.7,0,1,59.0,-2.1
96,Volkswagen,Golf,e-Golf,85,18.10.2018,111,13.44,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,64.0,-3.4
97,Volkswagen,Golf,e-Golf,85,18.10.2018,103,14.22,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,68.0,-4.3
98,Volkswagen,Golf,e-Golf,85,17.10.2018,72,14.19,Electricity,Summer tires,0,1,0,Normal,13.3,0,0,76.0,-3.5
99,Volkswagen,Golf,e-Golf,85,17.10.2018,103,9.66,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,65.0,-4.3
100,Volkswagen,Golf,e-Golf,85,16.10.2018,73,12.72,Electricity,Summer tires,0,1,0,Normal,13.6,0,0,82.0,-3.2
101,Volkswagen,Golf,e-Golf,85,16.10.2018,100,10.17,Electricity,Summer tires,0,1,0,Normal,13.9,0,1,74.0,-2.9
102,Volkswagen,Golf,e-Golf,85,15.10.2018,72,13.22,Electricity,Summer tires,0,1,0,Normal,12.9,0,0,83.0,-3.9
103,Volkswagen,Golf,e-Golf,85,15.10.2018,72,10.33,Electricity,Summer tires,0,1,0,Normal,13.5,0,1,56.0,-3.3
104,Volkswagen,Golf,e-Golf,85,15.10.2018,104,9.54,Electricity,Summer tires,0,1,0,Normal,13.4,0,1,79.0,-3.4
105,Volkswagen,Golf,e-Golf,85,14.10.2018,98,12.78,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,74.0,-3.4
106,Volkswagen,Golf,e-Golf,85,13.10.2018,19,11.16,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,56.0,-2.6
107,Volkswagen,Golf,e-Golf,85,12.10.2018,71,5.12,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,67.0,-4.1
108,Volkswagen,Golf,e-Golf,85,12.10.2018,100,10.51,Electricity,Summer tires,0,1,0,Normal,13.1,0,1,79.0,-3.7
109,Volkswagen,Golf,e-Golf,85,11.10.2018,71,12.33,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,67.0,-3.7
110,Volkswagen,Golf,e-Golf,85,11.10.2018,101,10.86,Electricity,Summer tires,0,1,0,Normal,13.8,0,1,78.0,-3.0
111,Volkswagen,Golf,e-Golf,85,10.10.2018,75,15.69,Electricity,Summer tires,0,1,0,Normal,14.0,0,0,58.0,-2.8
112,Volkswagen,Golf,e-Golf,85,10.10.2018,102,10.95,Electricity,Summer tires,0,1,0,Normal,13.6,0,0,77.0,-3.2
113,Volkswagen,Golf,e-Golf,85,09.10.2018,73,13.24,Electricity,Summer tires,0,1,0,Normal,13.9,0,0,78.0,-2.9
114,Volkswagen,Golf,e-Golf,85,09.10.2018,100,10.24,Electricity,Summer tires,0,1,0,Moderate,13.1,0,1,72.0,-3.7
115,Volkswagen,Golf,e-Golf,85,08.10.2018,71,13.67,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,85.0,-2.6
116,Volkswagen,Golf,e-Golf,85,08.10.2018,71,9.66,Electricity,Summer tires,0,1,0,Moderate,14.6,0,1,62.0,-2.2
117,Volkswagen,Golf,e-Golf,85,08.10.2018,34,12.47,Electricity,Summer tires,0,1,0,Normal,15.0,0,1,64.0,-1.8
118,Volkswagen,Golf,e-Golf,85,07.10.2018,69,4.97,Electricity,Summer tires,0,1,0,Normal,14.8,0,1,86.0,-2.0
119,Volkswagen,Golf,e-Golf,85,07.10.2018,125,12.83,Electricity,Summer tires,0,0,1,Moderate,12.2,0,1,53.0,-4.6
120,Volkswagen,Golf,e-Golf,85,07.10.2018,111,11.87,Electricity,Summer tires,0,0,1,Moderate,12.2,0,0,56.0,-4.6
121,Volkswagen,Golf,e-Golf,85,07.10.2018,83,10.71,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,66.0,-4.4
122,Volkswagen,Golf,e-Golf,85,06.10.2018,85,10.37,Electricity,Summer tires,0,0,1,Moderate,13.2,0,0,53.0,-3.6
123,Volkswagen,Golf,e-Golf,85,06.10.2018,17,6.35,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,53.0,-4.3
124,Volkswagen,Golf,e-Golf,85,05.10.2018,74,6.38,Electricity,Summer tires,0,1,0,Normal,13.4,0,0,74.0,-3.4
125,Volkswagen,Golf,e-Golf,85,05.10.2018,103,11.35,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,70.0,-4.4
126,Volkswagen,Golf,e-Golf,85,04.10.2018,72,13.2,Electricity,Summer tires,0,1,0,Normal,14.0,0,0,76.0,-2.8
127,Volkswagen,Golf,e-Golf,85,04.10.2018,72,8.93,Electricity,Summer tires,0,1,0,Normal,14.2,0,1,77.0,-2.6
128,Volkswagen,Golf,e-Golf,85,04.10.2018,49,7.26,Electricity,Summer tires,0,1,1,Normal,13.9,0,0,68.0,-2.9
129,Volkswagen,Golf,e-Golf,85,03.10.2018,22,12.96,Electricity,Summer tires,1,0,0,Normal,12.2,0,0,32.0,-4.6
130,Volkswagen,Golf,e-Golf,85,03.10.2018,100,2.79,Electricity,Summer tires,0,1,1,Normal,14.6,0,0,53.0,-2.2
131,Volkswagen,Golf,e-Golf,85,30.09.2018,16,13.51,Electricity,Summer tires,0,1,0,Fast,17.2,0,0,71.0,0.4
132,Volkswagen,Golf,e-Golf,85,30.09.2018,111,4.8,Electricity,Summer tires,0,1,0,Normal,12.8,0,0,89.0,-4.0
133,Volkswagen,Golf,e-Golf,85,30.09.2018,98,13.0,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,64.0,-4.3
134,Volkswagen,Golf,e-Golf,85,30.09.2018,29,9.39,Electricity,Summer tires,0,1,0,Normal,13.2,0,0,100.0,-3.6
135,Volkswagen,Golf,e-Golf,85,30.09.2018,107,6.24,Electricity,Summer tires,0,1,1,Normal,13.0,0,0,78.0,-3.8
136,Volkswagen,Golf,e-Golf,85,29.09.2018,63,13.98,Electricity,Summer tires,0,1,1,Normal,12.4,0,0,67.0,-4.4
137,Volkswagen,Golf,e-Golf,85,29.09.2018,18,2.23,Electricity,Summer tires,0,0,1,Moderate,17.0,0,0,48.0,0.2
138,Volkswagen,Golf,e-Golf,85,29.09.2018,71,3.75,Electricity,Summer tires,0,0,1,Moderate,12.8,0,0,75.0,-4.0
139,Volkswagen,Golf,e-Golf,85,28.09.2018,75,9.82,Electricity,Summer tires,0,0,1,Moderate,13.1,0,0,41.0,-3.7
140,Volkswagen,Golf,e-Golf,85,27.09.2018,32,9.78,Electricity,Summer tires,0,1,0,Moderate,11.4,0,0,65.0,-5.4
141,Volkswagen,Golf,e-Golf,85,27.09.2018,118,3.41,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,67.0,-4.7
142,Volkswagen,Golf,e-Golf,85,27.09.2018,95,13.76,Electricity,Summer tires,0,0,1,Moderate,12.2,0,0,59.0,-4.6
143,Volkswagen,Golf,e-Golf,85,27.09.2018,63,13.76,Electricity,Summer tires,0,1,0,Normal,14.5,0,0,96.0,-2.3
144,Volkswagen,Golf,e-Golf,85,27.09.2018,99,9.7,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,78.0,-3.7
145,Volkswagen,Golf,e-Golf,85,27.09.2018,37,9.2,Electricity,Summer tires,0,1,0,Moderate,13.6,0,0,56.0,-3.2
146,Volkswagen,Golf,e-Golf,85,26.09.2018,71,7.62,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,77.0,-5.0
147,Volkswagen,Golf,e-Golf,85,26.09.2018,101,14.51,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,69.0,-3.8
148,Volkswagen,Golf,e-Golf,85,25.09.2018,72,13.99,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,69.0,-4.8
149,Volkswagen,Golf,e-Golf,85,25.09.2018,100,11.35,Electricity,Summer tires,0,1,0,Moderate,13.3,0,0,70.0,-3.5
150,Volkswagen,Golf,e-Golf,85,24.09.2018,72,9.9,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,67.0,-3.7
151,Volkswagen,Golf,e-Golf,85,24.09.2018,92,10.42,Electricity,Summer tires,0,1,0,Moderate,14.0,0,1,50.0,-2.8
152,Volkswagen,Golf,e-Golf,85,22.09.2018,87,10.87,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,62.0,-4.1
153,Volkswagen,Golf,e-Golf,85,21.09.2018,74,12.09,Electricity,Summer tires,0,1,0,Normal,13.5,0,0,80.0,-3.3
154,Volkswagen,Golf,e-Golf,85,21.09.2018,18,12.83,Electricity,Summer tires,0,1,0,Normal,12.6,0,0,68.0,-4.2
155,Volkswagen,Golf,e-Golf,85,21.09.2018,68,0.56,Electricity,Summer tires,0,1,1,Normal,13.3,0,0,69.0,-3.5
156,Volkswagen,Golf,e-Golf,85,20.09.2018,99,8.97,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,76.0,-3.7
157,Volkswagen,Golf,e-Golf,85,20.09.2018,24,6.5,Electricity,Summer tires,0,1,0,Moderate,11.0,0,0,32.0,-5.8
158,Volkswagen,Golf,e-Golf,85,20.09.2018,86,10.97,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,73.0,-4.5
159,Volkswagen,Golf,e-Golf,85,19.09.2018,16,1.12,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,59.0,-4.9
160,Volkswagen,Golf,e-Golf,85,19.09.2018,72,13.22,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,75.0,-4.7
161,Volkswagen,Golf,e-Golf,85,19.09.2018,101,10.97,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,57.0,-4.5
162,Volkswagen,Golf,e-Golf,85,18.09.2018,71,11.96,Electricity,Summer tires,0,1,0,Normal,12.2,0,0,80.0,-4.6
163,Volkswagen,Golf,e-Golf,85,18.09.2018,117,10.42,Electricity,Summer tires,0,1,1,Moderate,12.2,0,0,70.0,-4.6
164,Volkswagen,Golf,e-Golf,85,17.09.2018,57,13.58,Electricity,Summer tires,0,1,1,Moderate,12.3,0,0,58.0,-4.5
165,Volkswagen,Golf,e-Golf,85,17.09.2018,71,7.36,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,80.0,-3.7
166,Volkswagen,Golf,e-Golf,85,17.09.2018,73,10.42,Electricity,Summer tires,0,1,0,Moderate,13.2,0,1,63.0,-3.6
167,Volkswagen,Golf,e-Golf,85,17.09.2018,87,6.31,Electricity,Summer tires,0,1,1,Moderate,13.1,0,1,58.0,-3.7
168,Volkswagen,Golf,e-Golf,85,16.09.2018,72,10.01,Electricity,Summer tires,0,0,1,Moderate,13.9,0,0,55.0,-2.9
169,Volkswagen,Golf,e-Golf,85,15.09.2018,3,0.37,Electricity,Summer tires,1,0,0,Moderate,12.5,0,1,15.0,-4.3
170,Volkswagen,Golf,e-Golf,85,15.09.2018,17,7.1,Electricity,Summer tires,0,1,0,Fast,18.1,0,1,61.0,1.3
171,Volkswagen,Golf,e-Golf,85,14.09.2018,108,3.82,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61.0,-5.0
172,Volkswagen,Golf,e-Golf,85,14.09.2018,103,14.9,Electricity,Summer tires,0,1,0,Moderate,12.8,0,1,69.0,-4.0
173,Volkswagen,Golf,e-Golf,85,13.09.2018,71,10.8,Electricity,Summer tires,0,1,0,Normal,13.9,0,1,79.0,-2.9
174,Volkswagen,Golf,e-Golf,85,13.09.2018,71,10.6,Electricity,Summer tires,0,1,0,Normal,14.6,0,1,69.0,-2.2
175,Volkswagen,Golf,e-Golf,85,13.09.2018,18,13.28,Electricity,Summer tires,0,1,0,Moderate,12.9,0,1,56.0,-3.9
176,Volkswagen,Golf,e-Golf,85,13.09.2018,97,2.23,Electricity,Summer tires,0,0,1,Moderate,13.3,0,0,53.0,-3.5
177,Volkswagen,Golf,e-Golf,85,11.09.2018,72,14.71,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,77.0,-3.8
178,Volkswagen,Golf,e-Golf,85,11.09.2018,100,10.79,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,67.0,-4.3
179,Volkswagen,Golf,e-Golf,85,10.09.2018,71,10.51,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,75.0,-5.6
180,Volkswagen,Golf,e-Golf,85,10.09.2018,72,9.86,Electricity,Summer tires,0,1,0,Normal,13.2,0,0,57.0,-3.6
181,Volkswagen,Golf,e-Golf,85,10.09.2018,84,6.18,Electricity,Summer tires,1,1,1,Normal,13.1,0,0,54.0,-3.7
182,Volkswagen,Golf,e-Golf,85,09.09.2018,89,14.02,Electricity,Summer tires,1,1,0,Normal,13.6,0,0,57.0,-3.2
183,Volkswagen,Golf,e-Golf,85,09.09.2018,81,9.67,Electricity,Summer tires,0,1,1,Fast,14.3,0,0,48.0,-2.5
184,Volkswagen,Golf,e-Golf,85,08.09.2018,20,7.63,Electricity,Summer tires,0,1,0,Normal,15.9,0,0,52.0,-0.9
185,Volkswagen,Golf,e-Golf,85,07.09.2018,74,12.55,Electricity,Summer tires,0,1,0,Moderate,14.4,0,0,57.0,-2.4
186,Volkswagen,Golf,e-Golf,85,07.09.2018,19,5.39,Electricity,Summer tires,1,1,0,Moderate,11.0,0,0,46.0,-5.8
187,Volkswagen,Golf,e-Golf,85,07.09.2018,104,8.1,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61.0,-5.0
188,Volkswagen,Golf,e-Golf,85,06.09.2018,72,13.11,Electricity,Summer tires,0,1,0,Normal,13.7,0,0,82.0,-3.1
189,Volkswagen,Golf,e-Golf,85,06.09.2018,105,10.97,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,68.0,-5.0
190,Volkswagen,Golf,e-Golf,85,05.09.2018,71,11.39,Electricity,Summer tires,0,1,0,Moderate,13.5,0,0,82.0,-3.3
191,Volkswagen,Golf,e-Golf,85,05.09.2018,101,11.35,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,74.0,-5.1
192,Volkswagen,Golf,e-Golf,85,04.09.2018,71,12.98,Electricity,Summer tires,0,1,0,Normal,14.4,0,0,80.0,-2.4
